time,open,high,low,close,tick_volume,spread,real_volume
2024-09-26 16:00:00+00:00,71.552,71.567,70.605,70.663,6736,91,0
2024-09-26 20:00:00+00:00,70.665,70.822,70.661,70.822,436,93,0
2024-09-27 00:00:00+00:00,70.596,70.867,70.384,70.823,3945,88,0
2024-09-27 04:00:00+00:00,70.824,71.354,70.691,71.228,4914,89,0
2024-09-27 08:00:00+00:00,71.233,71.454,70.877,71.093,6363,89,0
2024-09-27 12:00:00+00:00,71.092,71.698,70.377,71.357,9460,92,0
2024-09-27 16:00:00+00:00,71.353,71.871,70.822,71.819,7149,92,0
2024-09-27 20:00:00+00:00,71.815,71.906,71.753,71.881,576,88,0
2024-09-30 00:00:00+00:00,71.695,72.228,71.421,71.775,4878,94,0
2024-09-30 04:00:00+00:00,71.777,72.691,71.77,71.988,5164,94,0
2024-09-30 08:00:00+00:00,72.006,72.289,70.953,71.308,6511,94,0
2024-09-30 12:00:00+00:00,71.31,72.43,71.071,72.286,9418,93,0
2024-09-30 16:00:00+00:00,72.301,72.318,71.449,71.696,6540,93,0
2024-09-30 20:00:00+00:00,71.697,71.9,71.652,71.784,462,95,0
2024-10-01 00:00:00+00:00,71.639,71.868,71.613,71.778,1792,92,0
2024-10-01 04:00:00+00:00,71.779,71.782,70.828,70.84,3509,92,0
2024-10-01 08:00:00+00:00,70.845,71.444,69.833,71.107,7548,92,0
2024-10-01 12:00:00+00:00,71.099,74.66,70.538,74.218,11583,94,0
2024-10-01 16:00:00+00:00,74.217,75.303,73.275,73.865,9210,101,0
2024-10-01 20:00:00+00:00,73.865,74.282,73.865,74.239,926,104,0
2024-10-02 00:00:00+00:00,74.165,74.623,74.109,74.41,2953,101,0
2024-10-02 04:00:00+00:00,74.413,75.385,74.38,75.075,4989,98,0
2024-10-02 08:00:00+00:00,75.073,75.972,74.769,75.385,6465,95,0
2024-10-02 12:00:00+00:00,75.385,75.881,73.529,73.529,9245,99,0
2024-10-02 16:00:00+00:00,73.528,74.582,73.469,74.56,6112,98,0
2024-10-02 20:00:00+00:00,74.558,74.616,74.469,74.569,539,98,0
2024-10-03 00:00:00+00:00,74.399,74.671,74.312,74.638,2493,96,0
2024-10-03 04:00:00+00:00,74.643,74.938,74.395,74.51,3626,94,0
2024-10-03 08:00:00+00:00,74.518,75.415,74.163,74.945,7586,95,0
2024-10-03 12:00:00+00:00,74.927,77.416,74.866,76.728,9989,98,0
2024-10-03 16:00:00+00:00,76.724,77.773,76.627,77.569,7059,97,0
