agent_idx,final_equity,winrate,trades,max_drawdown
277,6.238379,0.46965554,1829,0.04499341
4471,6.237613,0.40572268,1363,0.04326473
5728,6.2373185,0.57730675,802,0.045906603
422,6.235644,0.5329471,1381,0.03622178
4936,6.2356324,0.4183797,1654,0.0533
3595,6.2326026,0.4710145,690,0.056239486
3242,6.2319846,0.42258653,1098,0.085600615
4417,6.2311134,0.34573644,3225,0.1734311
5140,6.2293577,0.43034145,6941,0.16757126
5856,6.228063,0.52683896,1509,0.12838742
2509,6.226252,0.42333537,1637,0.093287766
1081,6.225453,0.45118845,2356,0.1141077
3316,6.225193,0.4172043,930,0.047906335
2392,6.222423,0.4251401,1249,0.061846256
3955,6.221173,0.50344825,870,0.027098171
3581,6.220904,0.43250912,2467,0.14762859
2149,6.218816,0.5508197,1220,0.04661435
337,6.2148027,0.46547645,4649,0.14573318
2483,6.2145257,0.3090615,618,0.054317337
3879,6.2060833,0.42888403,914,0.10107883
2245,6.204022,0.31062672,1468,0.08468258
1162,6.202932,0.38384846,3009,0.06444942
2875,6.201727,0.4787234,2726,0.11246029
1841,6.199987,0.46361324,1965,0.071531415
2878,6.1997843,0.54102385,2852,0.23972446
2964,6.19745,0.34730804,2266,0.07090531
2523,6.1971326,0.56837606,1638,0.03294776
524,6.1964884,0.35710567,1921,0.042401154
1822,6.1942534,0.45974207,2869,0.08803296
1882,6.193789,0.45848092,2541,0.1608913
1253,6.1933784,0.45575222,678,0.019374507
4747,6.191267,0.32708332,1440,0.06990149
1742,6.190024,0.4845222,2229,0.05769676
1761,6.1884117,0.42786884,1220,0.03328918
435,6.179186,0.36382115,1968,0.046739135
3339,6.1778464,0.3872941,2125,0.09887618
2156,6.1769834,0.3913914,999,0.070714936
1105,6.17239,0.48953488,860,0.028949825
4756,6.1697726,0.47450823,2491,0.25146067
5885,6.1694694,0.37906137,1385,0.058645852
1976,6.169377,0.4240747,2891,0.06535886
398,6.1685886,0.44753867,3555,0.0934533
4828,6.1654835,0.39155555,2250,0.13465285
3175,6.164638,0.36776447,2004,0.08186358
6277,6.15891,0.4437086,1963,0.058739066
1328,6.1467977,0.28271854,3958,0.13554223
4639,6.1448803,0.41752577,582,0.024082609
5074,6.142475,0.46936852,1061,0.058723778
5832,6.1398134,0.46666667,2655,0.290485
4022,6.137445,0.37472284,1353,0.064354174
4622,6.1373076,0.3351433,3315,0.15895247
5317,6.1357574,0.38065326,796,0.04779484
3721,6.131953,0.34078214,716,0.055457313
2738,6.13165,0.5466914,1617,0.06658215
6016,6.1311064,0.3469388,2646,0.071660854
760,6.128436,0.44200385,2595,0.09481335
5163,6.12829,0.41631266,1177,0.036687642
6413,6.127838,0.37406015,532,0.051774643
2617,6.1276317,0.4491342,2772,0.16113634
4638,6.1177187,0.33755276,3081,0.11816453
6352,6.113865,0.40179515,1894,0.068720095
1589,6.1126065,0.599359,2184,0.05343393
6577,6.1123977,0.48202094,2197,0.1346787
1551,6.1072073,0.32305536,1427,0.06698273
6014,6.106965,0.46819603,959,0.043329738
2154,6.092609,0.36418512,1988,0.06260293
5841,6.085378,0.49103662,1283,0.087107636
5293,6.0821667,0.51001334,1498,0.16192509
3033,6.080811,0.39095744,752,0.04525207
1683,6.080527,0.3627685,1257,0.047239024
3382,6.0794454,0.4254346,3279,0.09664274
2435,6.077029,0.50304085,1151,0.043897867
1590,6.077027,0.5052717,1233,0.04066158
4873,6.064747,0.36260453,1674,0.0590906
2643,6.0639815,0.610687,1048,0.049112678
2477,6.0619917,0.37686375,1945,0.05380253
1686,6.060254,0.3373541,2570,0.053728223
2697,6.0558906,0.44414777,2247,0.07688031
4577,6.0532665,0.33665338,1506,0.062154472
5412,6.052702,0.46596244,852,0.034172874
2188,6.052189,0.3536686,1213,0.039125063
4250,6.052093,0.41942325,2358,0.05833321
64,6.051386,0.29932734,1784,0.06564726
5574,6.047981,0.5300184,2715,0.03549403
1978,6.0439878,0.40873727,3342,0.075228654
541,6.0413914,0.34490636,2189,0.08987021
3956,6.04062,0.43499044,6276,0.13603517
938,6.036086,0.34657398,1007,0.036409203
1556,6.035904,0.48252538,3548,0.09100667
5961,6.0290394,0.35733098,2278,0.11607645
1025,6.0288463,0.4355263,2280,0.06490399
182,6.0202394,0.5444867,1315,0.049763452
3217,6.016027,0.3985385,1779,0.049335133
4491,6.013854,0.33554965,2256,0.04828139
2232,6.0131955,0.3655914,1209,0.036400143
4040,6.0119805,0.45164075,2316,0.067083605
813,6.011103,0.38939857,981,0.08216933
6045,6.010746,0.5056818,1760,0.06871429
5323,6.0063415,0.40113395,1411,0.10019942
5301,6.0062284,0.37,900,0.0591987
2404,6.0046573,0.3376344,1395,0.04042904
4201,6.001667,0.48979592,1078,0.026613204
5797,6.000953,0.37612614,1332,0.057379212
4368,6.000417,0.37447935,2641,0.08342839
6059,5.991174,0.41137674,1213,0.06397792
3715,5.9882264,0.5309853,2243,0.10019842
5389,5.987861,0.5326145,1855,0.07199823
2228,5.9802127,0.38022366,1699,0.07862784
5305,5.978654,0.602331,2145,0.055280596
6052,5.97669,0.3739931,869,0.053584922
4629,5.9765344,0.37773722,2192,0.0648542
3116,5.974267,0.44956774,2776,0.04958577
3450,5.973804,0.3669341,2867,0.054112557
6641,5.973224,0.4514039,926,0.036645044
1013,5.9730678,0.43325526,1281,0.07176738
3076,5.972125,0.4690847,4108,0.11326903
6356,5.9711604,0.38538206,602,0.044870596
1071,5.970051,0.43122676,807,0.026422327
1088,5.9693565,0.40567377,705,0.06114744
3114,5.966892,0.52001417,2823,0.11553696
4727,5.9668407,0.3067945,2399,0.05466273
4676,5.9660945,0.34404925,1462,0.08791237
4787,5.9635005,0.3446066,2809,0.10962184
5378,5.960637,0.49579832,1071,0.043861195
3587,5.958963,0.30282113,3332,0.1860036
2787,5.9588304,0.30171904,1687,0.065932274
1485,5.9580894,0.4253275,1145,0.08146561
3394,5.95763,0.31412232,2273,0.064156584
488,5.9550366,0.50432277,1735,0.113960765
6475,5.9544315,0.46789435,4127,0.11495311
5356,5.952538,0.35976213,3027,0.08116271
130,5.9524717,0.40987867,1154,0.07459218
5949,5.9455013,0.3738354,2576,0.2536336
5311,5.944844,0.29706392,2895,0.051078923
4023,5.944647,0.4320193,1243,0.045773383
2044,5.943801,0.36893862,2949,0.07894135
2339,5.942394,0.35654745,3719,0.1305113
4765,5.941918,0.36686048,1720,0.04060041
5094,5.941172,0.48024803,4354,0.10886412
387,5.940944,0.48706484,3131,0.049311288
4694,5.937943,0.42364532,812,0.044056904
5272,5.936286,0.3284839,1306,0.063336655
5969,5.9359837,0.37925926,675,0.060725763
4079,5.935115,0.35839844,4096,0.26661977
5612,5.9342117,0.4711325,2702,0.06278658
1181,5.9316115,0.4920635,756,0.033390652
6198,5.928931,0.49201825,1754,0.0627783
2428,5.927638,0.4308617,1497,0.03545806
465,5.9257555,0.31603998,2101,0.042401142
2719,5.920331,0.38625205,611,0.022779327
907,5.919482,0.46185568,1455,0.06543964
922,5.9174204,0.36047813,2677,0.13092244
1614,5.9151897,0.44451386,4803,0.04636003
3251,5.914884,0.41631356,944,0.056043185
3527,5.9132466,0.3508772,1938,0.0414562
6226,5.910825,0.48510414,3793,0.060562927
2843,5.910399,0.38247484,1689,0.18070643
1631,5.9089007,0.34611872,2190,0.10215549
5175,5.906439,0.47608024,1296,0.21339601
872,5.9061103,0.66348773,734,0.016221376
48,5.901419,0.42845395,1216,0.030553281
1356,5.8993735,0.37098038,1275,0.0469809
3089,5.8985806,0.50420874,1188,0.039634936
4594,5.8950944,0.50378215,661,0.042933583
4838,5.8932753,0.3175025,3011,0.23551455
4037,5.892481,0.33127064,2424,0.15995562
1478,5.889924,0.3887762,1479,0.05321055
1942,5.889834,0.33438176,5087,0.106926106
601,5.8856916,0.5632709,2189,0.058823965
4174,5.884926,0.44663307,2183,0.084933884
4891,5.8767023,0.37978142,732,0.05642855
3954,5.8753095,0.44094118,2125,0.06061449
3404,5.870328,0.3467173,1843,0.08923145
6539,5.8666368,0.2925361,2492,0.05545028
414,5.866402,0.4596436,1908,0.070959024
3420,5.8657165,0.4,3020,0.10627505
2950,5.864233,0.5167785,894,0.022646096
2091,5.8638144,0.31805632,1811,0.16644134
2092,5.8625846,0.43572778,1058,0.026368363
5721,5.8612037,0.54317313,2351,0.06541755
4863,5.860933,0.41402036,1669,0.063595876
1130,5.8599296,0.34789798,4234,0.1277794
3093,5.8595576,0.7082452,473,0.047206104
3248,5.854148,0.4649123,2622,0.2457786
6758,5.835106,0.3309417,2230,0.057236377
5122,5.832561,0.43966624,1558,0.2043599
1168,5.8317127,0.460039,2565,0.16102998
2403,5.83076,0.47100857,4898,0.09115815
290,5.826969,0.5325077,646,0.04896015
4644,5.8170104,0.43386245,1134,0.09624379
3189,5.8166294,0.49254525,1878,0.057559542
5363,5.815127,0.47377548,2307,0.18825151
1611,5.813803,0.51111114,1575,0.18236923
5676,5.813428,0.44199705,3405,0.0874345
3035,5.813306,0.36496747,1844,0.16302975
2858,5.813293,0.34208366,2438,0.09334251
5002,5.812392,0.37129486,3205,0.08508312
4937,5.810983,0.41677254,787,0.11664251
2417,5.8108816,0.3984754,1443,0.12760067
449,5.810744,0.65786314,833,0.050378118
4587,5.809699,0.4668076,4730,0.19070864
5092,5.8078866,0.3085622,619,0.056424826
5735,5.80778,0.28613946,2352,0.13671197
847,5.8075576,0.40956342,481,0.027531276
2839,5.8064885,0.55341506,571,0.032163363
3673,5.806014,0.45695364,1963,0.07737971
5544,5.8038425,0.50076336,1310,0.04584788
3413,5.803277,0.4945355,1098,0.035486672
929,5.8009787,0.50867826,1498,0.04036567
4447,5.8005176,0.4602649,906,0.045252055
596,5.7982764,0.36641222,1441,0.044666387
3343,5.797908,0.4358592,3352,0.080614224
4103,5.7960944,0.49697784,2978,0.031188015
6479,5.7932673,0.44711226,4623,0.048260126
2439,5.791915,0.33245844,2286,0.06747466
5630,5.7902756,0.39963168,1086,0.064758845
3701,5.787034,0.34253094,1051,0.058448896
5464,5.7802577,0.4815705,3744,0.03988692
5720,5.779107,0.62726176,829,0.023920858
3257,5.776741,0.35643566,1616,0.084879205
1665,5.775945,0.4282531,2244,0.06677634
4050,5.7711864,0.33807108,985,0.061309963
6314,5.769749,0.41432583,712,0.04239041
4203,5.769373,0.56241786,761,0.021864075
2743,5.769213,0.440014,2859,0.13854213
3668,5.7655616,0.48514852,808,0.027852178
6455,5.7614098,0.33479854,1365,0.039134216
6377,5.752983,0.49365234,2048,0.042494047
4214,5.7527456,0.714795,1122,0.06371116
5469,5.7522397,0.37514254,877,0.09405226
5137,5.7502975,0.36335012,1588,0.0831473
4468,5.7467957,0.32351172,3326,0.07531629
5914,5.744931,0.37045455,880,0.036751978
6381,5.7447324,0.38224414,811,0.04238963
5005,5.7441607,0.48383468,3557,0.09182953
4115,5.7440357,0.46097434,1909,0.16407125
769,5.743543,0.4496798,2186,0.06564373
6161,5.7407255,0.45338982,708,0.04425349
6488,5.739865,0.5166181,3430,0.14297546
6231,5.738315,0.44183168,808,0.044770353
2626,5.736439,0.39192063,1411,0.08441099
3240,5.735596,0.3605651,1628,0.051564757
886,5.7354736,0.39121953,1025,0.04077488
6192,5.735437,0.58762884,582,0.028951705
4367,5.732689,0.3424191,1174,0.040586352
831,5.7301874,0.35494253,2175,0.059836917
977,5.7292137,0.3069853,1088,0.064951345
5021,5.728761,0.48747316,1397,0.047922444
2179,5.725797,0.40639627,1282,0.03013036
1340,5.721936,0.397351,755,0.06261159
5300,5.7207026,0.3570439,2165,0.058169458
1517,5.720458,0.43032014,1062,0.030783487
5174,5.7201147,0.3755486,1595,0.03616856
3320,5.7196784,0.53305036,1649,0.08190789
6552,5.7177696,0.3689655,580,0.042330917
6334,5.7170215,0.44727892,2352,0.0489495
4416,5.7162466,0.42432082,1546,0.062315673
5595,5.715071,0.49797297,1480,0.049047
1965,5.7143226,0.34819278,830,0.036653344
5897,5.7129083,0.46861473,924,0.091730766
1524,5.7128096,0.34464628,2092,0.10362602
3557,5.7123137,0.3417137,1949,0.060063053
1896,5.7104855,0.6218709,759,0.055125687
6096,5.710359,0.39440888,2969,0.083844736
2292,5.7032413,0.4669443,1921,0.08069378
5926,5.703161,0.36133415,1619,0.04620521
4654,5.700754,0.40532544,676,0.05845201
814,5.700113,0.37316886,2594,0.2823126
6228,5.693298,0.48918468,2404,0.05399169
5264,5.6914124,0.30252102,833,0.052059647
5772,5.6887817,0.33835295,2125,0.09030443
5854,5.688118,0.48791987,1697,0.0645393
5380,5.683491,0.3552279,746,0.07244012
4898,5.6820984,0.39243808,767,0.056253552
2132,5.6807995,0.5465476,2911,0.2235338
5039,5.6799383,0.35151514,1155,0.042949498
1214,5.6747956,0.33243608,743,0.049570072
3612,5.668821,0.4664293,1966,0.101601094
1770,5.6633873,0.5041045,2680,0.14009741
1914,5.659078,0.4597902,2860,0.0837513
296,5.657412,0.37758297,1597,0.08233401
3916,5.656645,0.34870318,2429,0.09936383
5093,5.6524143,0.5646744,1121,0.075524986
3406,5.6522427,0.34885412,2749,0.114018686
3185,5.647695,0.40724817,1628,0.040245906
6024,5.6460986,0.45083487,539,0.047926903
579,5.6436954,0.4448345,1994,0.07323863
5276,5.640824,0.5166475,2613,0.0605314
1314,5.6394887,0.46058092,964,0.053838182
2698,5.6380157,0.58076924,1040,0.02497033
1797,5.6346917,0.36289382,857,0.0930085
4748,5.6322646,0.41491598,952,0.0734185
5017,5.631444,0.5539697,1121,0.05205673
5463,5.631022,0.46843854,903,0.059534807
3416,5.6308784,0.38335767,3425,0.15029766
3853,5.629449,0.44964027,1946,0.06747923
4384,5.627688,0.4186404,3251,0.13001238
1446,5.625003,0.3614148,1555,0.08476419
6313,5.622782,0.5110375,906,0.045123473
5737,5.6212783,0.40199888,1801,0.07091518
4517,5.6198792,0.5006748,741,0.042856336
3996,5.619278,0.44950572,5159,0.12517488
4020,5.619102,0.4778761,1921,0.07073542
3150,5.617607,0.37297013,1909,0.06811683
3261,5.6161766,0.3116407,1091,0.10195452
4718,5.614633,0.41189802,1765,0.110734515
2592,5.6131144,0.288668,2515,0.067634806
1983,5.611832,0.44437107,3029,0.07559376
3703,5.611423,0.49885267,2179,0.072764836
2231,5.607894,0.52105266,570,0.051227033
5313,5.6067667,0.53983355,841,0.026010733
455,5.6067514,0.36314198,1655,0.046284195
1474,5.605671,0.41955194,2455,0.07914618
4711,5.6050973,0.38379022,839,0.041821048
1010,5.6006308,0.4178082,730,0.048559714
1436,5.600601,0.48919135,2498,0.12499766
299,5.600192,0.36837608,1170,0.04353402
368,5.596729,0.43661153,3447,0.07369883
4753,5.596019,0.37830448,2194,0.102691755
6258,5.595936,0.3672995,2581,0.19833435
6267,5.5947323,0.34873724,3722,0.12875181
4217,5.5942116,0.31127012,1118,0.06573713
3990,5.5930724,0.6475694,1728,0.08075499
4767,5.59135,0.3304377,2993,0.085601486
4123,5.591289,0.5479798,396,0.046219945
5117,5.587907,0.45490196,765,0.027792513
6726,5.5846777,0.5344828,2784,0.055110488
6591,5.582291,0.34493193,1322,0.04810404
5376,5.5782228,0.43443444,999,0.044780344
6283,5.5782146,0.49434817,1327,0.060894545
666,5.5753026,0.34059232,2296,0.067036234
1813,5.57477,0.35492063,1575,0.059500903
3365,5.574331,0.43506232,2487,0.13406114
3134,5.573698,0.43007663,1044,0.034303173
401,5.568439,0.34771103,3779,0.14678873
3378,5.5667977,0.3539554,986,0.09404382
3354,5.562608,0.35641378,3625,0.096303284
358,5.56246,0.3345521,547,0.053416763
2418,5.558785,0.3695209,1962,0.059517168
1189,5.557775,0.4210398,4097,0.060649052
6217,5.552596,0.4709497,1790,0.067211725
5475,5.5494843,0.46375144,869,0.036745973
1574,5.548316,0.6309227,1203,0.024519177
6507,5.5473595,0.4018857,1697,0.068736546
2060,5.538989,0.48324022,2148,0.058399796
2450,5.5372033,0.33581394,1075,0.044965323
1487,5.53628,0.40249187,1846,0.12214014
2175,5.534199,0.52612215,1359,0.04552306
3384,5.5337405,0.4403725,3329,0.055075
3517,5.531176,0.4786432,796,0.025812525
4452,5.5293946,0.4327115,6004,0.15470189
880,5.5255275,0.37398374,1230,0.044372108
2209,5.520562,0.32511556,1298,0.048224866
4009,5.519244,0.33763096,2482,0.055099495
5481,5.518282,0.31118062,1279,0.08426822
3582,5.5171165,0.36867765,1641,0.048764646
1117,5.5167103,0.38579795,1366,0.102989905
1685,5.5142703,0.34550563,1068,0.15445687
5710,5.51285,0.4364845,1354,0.04256017
6601,5.5121193,0.34210527,1368,0.050967216
2137,5.5120583,0.3878887,611,0.0614043
4807,5.511581,0.29100117,2567,0.048061095
578,5.511346,0.37755102,588,0.031723384
5606,5.509772,0.3539276,2266,0.06514897
6645,5.50808,0.4520548,2847,0.071023375
1911,5.507844,0.34219456,1768,0.08500278
5259,5.5068088,0.33756205,1813,0.070328966
656,5.506644,0.36333334,900,0.0505656
4993,5.506413,0.2793867,2348,0.068115294
5801,5.5042152,0.3441512,2804,0.18156512
4477,5.5032196,0.3427938,2255,0.05075428
4187,5.499831,0.5021579,3939,0.19773945
812,5.498403,0.37309292,1442,0.05714102
859,5.4974227,0.37650603,1992,0.118516505
159,5.4973025,0.4773348,1831,0.0789306
2047,5.495256,0.60280377,856,0.022671223
3680,5.4947567,0.34134403,4494,0.084390536
5567,5.4943843,0.31476998,826,0.08213854
5297,5.49182,0.4918239,795,0.041482504
1099,5.490994,0.4502924,1026,0.028239269
1067,5.4898763,0.40791476,1314,0.06423567
3301,5.489684,0.4394958,1190,0.023373798
1083,5.487377,0.3352354,701,0.057502028
1682,5.485283,0.48044217,1176,0.09725368
3887,5.4846554,0.48722416,3444,0.09630501
4153,5.4839892,0.57205623,1138,0.059528958
5213,5.4831915,0.3612245,980,0.051296562
6189,5.48253,0.4166172,1685,0.045746222
3600,5.4803705,0.3372973,2775,0.08357996
964,5.477143,0.4667774,2408,0.22526659
5115,5.4770856,0.32108435,1660,0.08384188
1089,5.474506,0.36424297,4346,0.29966685
2673,5.4678082,0.45623565,4787,0.10784992
3349,5.4609118,0.4580505,3683,0.06997589
1858,5.456022,0.4917733,547,0.0204235
6563,5.455931,0.33048433,1053,0.06459848
5416,5.455174,0.3575445,2134,0.08363086
4703,5.4531093,0.48218313,4434,0.21088268
6316,5.44955,0.47110334,2284,0.0734607
2904,5.4474807,0.45021915,6388,0.2413675
5048,5.446996,0.7355769,832,0.026177565
4372,5.446607,0.374541,817,0.0676308
6007,5.4464006,0.5153846,780,0.025203595
4178,5.445786,0.44199705,681,0.045760363
2514,5.445054,0.4202064,8334,0.15184265
4213,5.4446225,0.35883015,889,0.045776907
1100,5.4426107,0.5220667,929,0.055917203
3753,5.4410543,0.30479148,2254,0.06180086
3417,5.4396353,0.3864865,1480,0.036168627
6263,5.4383626,0.48897797,1497,0.041076563
5827,5.4372087,0.3990244,1025,0.06938858
2210,5.4371243,0.3816794,786,0.043026365
3675,5.4365525,0.3792852,1371,0.067490846
5037,5.4357553,0.34262484,861,0.032201197
1601,5.4303265,0.44143575,3176,0.11416016
5959,5.429396,0.28915662,2988,0.056237638
1562,5.4260316,0.46396396,444,0.04568963
4499,5.4237533,0.5716999,1053,0.025263065
4598,5.4220567,0.3913588,1597,0.080585204
5065,5.42052,0.47989032,1094,0.036638808
1605,5.4194956,0.32472527,1820,0.2770183
5304,5.4188766,0.45328468,2740,0.23627827
549,5.418001,0.37492746,1723,0.09479098
5835,5.4160895,0.43345475,3569,0.092155725
6587,5.4159536,0.4223433,1468,0.03854956
22,5.41564,0.3582822,815,0.06906241
5055,5.4146113,0.35753575,909,0.048971836
3090,5.4139533,0.4537509,2746,0.07409696
4110,5.4138765,0.46964857,626,0.06152623
1199,5.413249,0.40625,1472,0.05654393
3157,5.413218,0.50426865,1757,0.051200755
6090,5.4128537,0.31350893,1177,0.06274379
2267,5.411385,0.41322315,847,0.041613292
5181,5.41123,0.34785202,1676,0.08640599
1717,5.4083395,0.36933503,2361,0.18948801
3522,5.408284,0.5075016,1533,0.05657956
6223,5.407128,0.4669876,2908,0.11895003
2993,5.403729,0.3920427,2061,0.16889928
5382,5.4020805,0.31233597,1143,0.06278916
956,5.401644,0.44241574,2136,0.13478504
5010,5.399857,0.35211268,568,0.081172526
2637,5.399278,0.42193675,1012,0.04757577
3834,5.39899,0.35037175,1076,0.041534286
1825,5.3980427,0.36366603,3066,0.077109456
1781,5.3961377,0.30649352,1540,0.07814026
2902,5.395128,0.49844238,963,0.028667133
2466,5.3941164,0.33809924,1189,0.03182453
270,5.3935966,0.34228188,894,0.056882877
43,5.3927255,0.3671875,1920,0.053204216
4800,5.3895183,0.35089415,2069,0.047797788
543,5.3873167,0.6238095,420,0.03219229
4429,5.385739,0.35121816,3653,0.114289075
199,5.382593,0.38650307,815,0.08780161
2988,5.3822494,0.41977113,4107,0.07711219
6229,5.381866,0.4878139,2708,0.09634278
2112,5.380463,0.3801956,1636,0.15094788
6702,5.3795877,0.37535015,1071,0.03311529
6319,5.3795257,0.382863,2941,0.08253589
5018,5.3785343,0.41247928,1811,0.20344512
6689,5.378326,0.35529238,1351,0.037097543
4520,5.3769083,0.5246063,1016,0.027145708
1625,5.3741455,0.42569992,1393,0.05486382
3823,5.373018,0.42163354,453,0.027615974
2574,5.370412,0.4517007,735,0.032672703
5089,5.3689103,0.5067375,2449,0.120474204
2632,5.3671494,0.3880825,1309,0.04128283
2449,5.366736,0.34573856,4353,0.10566796
5883,5.3646774,0.4032967,910,0.03839478
6253,5.3644958,0.37317893,2677,0.044699416
1103,5.3644505,0.30799824,2263,0.08347215
4982,5.363218,0.41554055,888,0.045819223
5868,5.362252,0.29465303,1758,0.04651739
1918,5.3596363,0.41479334,1379,0.044269245
3959,5.3593426,0.4214047,1495,0.073381014
4853,5.3571625,0.35675675,1295,0.1009168
2150,5.3571177,0.3665087,1266,0.059169214
1645,5.3547835,0.33845112,4429,0.13845354
770,5.3534245,0.3763797,906,0.10301583
2170,5.351858,0.35375494,506,0.05877282
186,5.350947,0.389,1000,0.047071904
1074,5.3501573,0.36309168,1669,0.064596295
459,5.349352,0.4316984,2467,0.15162311
4648,5.3477116,0.3951049,1430,0.09211645
6522,5.3475413,0.5146871,1566,0.13738653
1500,5.333414,0.4517107,2309,0.10762198
4611,5.3326654,0.50265676,2823,0.07287404
6491,5.3316703,0.37435457,1162,0.05361928
4127,5.3295426,0.4625,960,0.09099021
1635,5.328935,0.48219952,2837,0.14085229
32,5.327483,0.37690243,1117,0.045928113
384,5.3240585,0.3577869,2440,0.09764638
2779,5.3191476,0.38133466,1993,0.049891602
4822,5.3170557,0.40101522,1182,0.077179335
6448,5.3167286,0.3363764,1424,0.081800915
893,5.316284,0.3024748,1091,0.064536035
2772,5.3141823,0.30294532,713,0.05422634
2459,5.314105,0.5868666,1934,0.030853236
6652,5.312057,0.38903743,1496,0.042248093
5184,5.310416,0.4290061,986,0.042723954
5284,5.3088,0.5212383,1389,0.0620642
857,5.3082323,0.3528019,1267,0.07051106
454,5.3078585,0.5202864,1257,0.045025464
6420,5.3072248,0.35980552,3085,0.06214294
3143,5.3059826,0.28335625,2908,0.06468111
2019,5.304729,0.31530613,980,0.057589784
6606,5.303676,0.36,725,0.07357483
4597,5.303132,0.5047563,1682,0.10228672
702,5.30131,0.38853502,785,0.05354668
5236,5.2988753,0.4034582,694,0.043647174
1393,5.2988014,0.3609097,3034,0.09722208
597,5.298284,0.3365897,1126,0.14410591
3287,5.2979627,0.40134227,745,0.040299673
6179,5.2961493,0.38227847,790,0.047634713
59,5.295951,0.40334573,538,0.03199848
1669,5.2955413,0.33694476,923,0.05005863
1136,5.294714,0.35562468,1929,0.12736717
5119,5.2915106,0.33705178,1255,0.04924761
2561,5.2911196,0.51086015,3453,0.17067032
1421,5.291043,0.492,1500,0.061894592
2651,5.2875338,0.44974095,965,0.06412659
3750,5.287522,0.3372978,2102,0.07143992
4341,5.287229,0.4225352,497,0.03367853
2229,5.281838,0.32358003,581,0.032908354
3107,5.2812605,0.5753695,1015,0.051121473
1165,5.2803755,0.43189132,2797,0.092257805
1867,5.2801003,0.4980695,777,0.04838367
2194,5.279341,0.3277849,781,0.12360561
4946,5.2792907,0.3749109,1403,0.09674688
1615,5.2792773,0.34945586,1654,0.07667712
4875,5.2763186,0.45034873,3011,0.05607082
2359,5.274859,0.46636087,1962,0.052667245
6406,5.274672,0.35238785,1382,0.13037531
5371,5.272837,0.4340176,682,0.027553678
5714,5.2713375,0.44793388,605,0.045525335
5415,5.2709365,0.30475086,863,0.06524497
3947,5.270591,0.41072857,1249,0.055016715
2191,5.268489,0.3726852,1728,0.1755648
5275,5.2667823,0.4017028,1292,0.12104078
3604,5.265021,0.40985915,710,0.04509093
4633,5.2638755,0.36870578,2403,0.03526609
6021,5.2634077,0.45874286,4375,0.13109106
107,5.2601733,0.4329114,790,0.076199055
6133,5.2582474,0.42424244,594,0.03829202
6680,5.253957,0.35618728,2990,0.058668796
507,5.252566,0.52679384,1101,0.0633619
1798,5.252277,0.39374557,1407,0.1206442
944,5.2510777,0.5180812,2710,0.11283906
2005,5.250634,0.5971326,1395,0.053821914
3598,5.2498245,0.68801314,609,0.042677104
967,5.248622,0.33484504,2646,0.07960989
1704,5.2469664,0.6833773,1516,0.045746073
3451,5.2469506,0.5790173,753,0.05702641
2508,5.246511,0.43393394,3996,0.1562108
4651,5.24356,0.44284573,1251,0.040742006
1583,5.242373,0.46074647,2331,0.06722353
5224,5.240921,0.45348603,4977,0.11240236
1509,5.237147,0.45802727,1906,0.06569194
3104,5.2366085,0.3577159,2119,0.06252682
5951,5.2363787,0.34094903,1707,0.070181325
5578,5.235123,0.5080972,494,0.051580645
4808,5.2347827,0.35564855,956,0.07358298
4871,5.234548,0.46646732,2341,0.05458117
2056,5.2337203,0.31973538,1814,0.23854904
6225,5.2336736,0.4219543,1576,0.14598452
3840,5.2315483,0.6885593,472,0.026450396
3837,5.229437,0.5833333,1824,0.043272108
3759,5.2279797,0.3414387,987,0.072807714
1830,5.2265697,0.4254343,3051,0.18470754
1703,5.2219763,0.4214047,598,0.030733678
2169,5.2191415,0.4456929,1068,0.046857912
4077,5.2174296,0.3436107,2692,0.115938395
657,5.2150784,0.42294323,863,0.056702334
5826,5.214362,0.40767825,1094,0.06119868
3353,5.2143407,0.31260097,1238,0.14345624
4723,5.212789,0.36948854,1134,0.060696352
5663,5.2119284,0.3385269,1412,0.07354919
962,5.211729,0.56086284,1298,0.12852122
1179,5.210138,0.34736413,2447,0.065427996
4328,5.205068,0.43620178,1011,0.046919033
1971,5.203754,0.3420154,2342,0.06761956
5243,5.203502,0.37186897,519,0.051521473
4606,5.201085,0.36268345,477,0.052313186
326,5.200314,0.33150685,4380,0.11225498
3780,5.199613,0.4933222,1198,0.04606579
2741,5.198426,0.38854805,978,0.030833697
1985,5.1970463,0.28143713,2839,0.063880116
3165,5.1957617,0.29195562,2884,0.09494603
5633,5.1945457,0.4112038,3356,0.11521531
3494,5.1926765,0.5374951,2547,0.03079465
1319,5.190813,0.42409033,797,0.04593438
904,5.1898146,0.34067583,3995,0.13435423
571,5.188917,0.45622364,1896,0.042317823
4144,5.188023,0.43228936,2267,0.095537096
2089,5.187631,0.45481703,1339,0.056419846
6030,5.185712,0.46659482,928,0.06638329
4804,5.1835003,0.33483484,666,0.040232714
4166,5.1834025,0.4920635,2709,0.22551563
3591,5.181933,0.3314322,3156,0.10668642
3478,5.18174,0.41697416,813,0.032050006
4280,5.1808515,0.6676136,704,0.026604267
3097,5.1804967,0.36978132,1509,0.035256285
135,5.1763835,0.32517707,1553,0.06288466
2619,5.1751337,0.49900398,3012,0.061991714
5361,5.1751156,0.3718679,1756,0.23924856
3195,5.17511,0.48581848,2468,0.05917555
