time,open,high,low,close,tick_volume,spread,real_volume
2024-09-26 12:30:00+00:00,2678.906,2679.193,2668.496,2673.573,7682,159,0
2024-09-26 12:45:00+00:00,2673.52,2680.013,2672.789,2677.368,7223,159,0
2024-09-26 13:00:00+00:00,2677.326,2679.687,2663.631,2663.95,9801,159,0
2024-09-26 13:15:00+00:00,2663.98,2668.001,2659.46,2667.786,7935,159,0
2024-09-26 13:30:00+00:00,2667.824,2669.584,2659.923,2663.654,9863,159,0
2024-09-26 13:45:00+00:00,2663.62,2664.928,2654.717,2660.867,9188,159,0
2024-09-26 14:00:00+00:00,2660.918,2667.114,2659.58,2666.267,7379,159,0
2024-09-26 14:15:00+00:00,2666.3,2668.718,2662.91,2664.583,4928,159,0
2024-09-26 14:30:00+00:00,2664.613,2669.603,2664.192,2665.383,5035,159,0
2024-09-26 14:45:00+00:00,2665.408,2667.929,2664.987,2665.823,5201,159,0
2024-09-26 15:00:00+00:00,2665.79,2667.434,2662.414,2666.157,4612,159,0
2024-09-26 15:15:00+00:00,2666.197,2670.321,2665.025,2669.72,3952,159,0
2024-09-26 15:30:00+00:00,2669.747,2673.154,2669.243,2672.082,3082,159,0
2024-09-26 15:45:00+00:00,2672.119,2672.806,2669.94,2671.348,2385,159,0
2024-09-26 16:00:00+00:00,2671.39,2672.47,2662.946,2664.229,4142,159,0
2024-09-26 16:15:00+00:00,2664.253,2669.092,2664.253,2667.444,3169,159,0
2024-09-26 16:30:00+00:00,2667.481,2669.171,2666.649,2668.657,2442,159,0
2024-09-26 16:45:00+00:00,2668.691,2670.741,2667.485,2668.249,2338,159,0
2024-09-26 17:00:00+00:00,2668.2,2671.625,2667.582,2671.215,2193,159,0
2024-09-26 17:15:00+00:00,2671.18,2672.226,2668.214,2671.82,2628,159,0
2024-09-26 17:30:00+00:00,2671.777,2671.777,2669.595,2670.82,1815,159,0
2024-09-26 17:45:00+00:00,2670.787,2671.719,2670.025,2670.95,1481,159,0
2024-09-26 18:00:00+00:00,2670.986,2673.625,2670.08,2673.126,1788,159,0
2024-09-26 18:15:00+00:00,2673.167,2675.457,2673.094,2674.351,1830,159,0
2024-09-26 18:30:00+00:00,2674.326,2676.719,2673.118,2676.202,1595,159,0
2024-09-26 18:45:00+00:00,2676.202,2677.152,2675.163,2675.959,1529,159,0
