,0,1
Engine,Market Execution,Stop Orders
Survivors,6759,4167
Avg Equity,4.978812217712402,2.2706527709960938
Max Equity,148.05209350585938,6.660475730895996
Avg Winrate,0.40746966004371643,0.33098599314689636
Avg Trades,1509.7974552448586,615.3441324694024
Avg MaxDD,0.07690516114234924,0.066080242395401
Avg Sharpe,0.0,2.9532883611266914
Avg Placed,,800.5625149988001
Avg Cancelled,,185.03119750419967
Trigger %,,76.86397013858746
