agent_idx,final_equity,winrate,trades,max_drawdown,sharpe,orders_placed,orders_cancelled
404,6.6604757,0.43867925,848,0.03242483,6.312683832284569,914,66
1683,6.4200926,0.41660017,1253,0.045774877,6.538182210496327,1449,195
1299,6.127666,0.41248304,1474,0.047582027,6.3625382318790695,1666,192
3229,5.989279,0.50977063,1177,0.033396777,7.018463607946982,1489,312
546,5.9300194,0.5519231,1040,0.03521545,7.627304573366241,1119,79
656,5.8728633,0.37149718,1249,0.039253294,5.278975849845613,1508,259
2865,5.717247,0.56720686,1049,0.02247167,8.086021074166066,1167,118
3212,5.5818768,0.39258313,782,0.06435616,4.843737285135812,936,153
3709,5.492915,0.5576324,963,0.022202142,7.9696268059096855,1107,144
1673,5.491404,0.307971,828,0.08539511,4.150833377102838,969,140
1811,5.4805827,0.4009901,1010,0.03707451,5.730492365453468,1256,246
3970,5.4683657,0.444388,1969,0.058679383,5.792664732751918,2462,493
1116,5.384333,0.39814815,756,0.061839234,4.785626957066403,829,73
1424,5.23272,0.3857645,1138,0.05336596,5.177662569327853,1372,234
3571,5.218728,0.56112576,1137,0.037982225,8.276871722487979,1267,130
1014,5.212937,0.3213703,613,0.04966507,3.9401944910346045,742,129
2885,5.1935673,0.373892,1241,0.050854534,5.074867267435495,1377,136
3988,5.168662,0.4814332,1535,0.034041654,6.366559933916249,1893,358
31,5.1467676,0.4019757,1316,0.046844967,5.9060489363429545,1548,232
4117,5.063338,0.35117772,1401,0.057222355,4.73752313220317,1736,335
567,5.0173078,0.29421487,1210,0.04298401,4.232720190087752,1530,320
1132,4.9624968,0.3595011,1363,0.06017141,4.86725163422902,1575,211
612,4.943576,0.34225845,859,0.03974071,4.709496601065298,970,111
894,4.9072294,0.37919176,1163,0.05578982,5.070091961328378,1405,242
3599,4.897448,0.46365914,1596,0.03372458,6.0081235395539725,2030,434
542,4.885036,0.44508117,1047,0.03917977,6.293724316941614,1179,132
1070,4.7451735,0.3016627,421,0.073193826,3.727945293542636,434,13
866,4.7393274,0.5813511,1051,0.026047584,8.236046036751421,1112,61
2697,4.737896,0.38789546,727,0.06481969,4.293129524277342,804,76
3751,4.7357035,0.3392857,672,0.052989054,4.500629445894333,720,48
1202,4.6669507,0.36669543,1159,0.04140186,4.888318118634704,1472,313
1291,4.6642003,0.29955158,1115,0.052583955,4.0538621852577545,1336,221
3928,4.655017,0.35958904,584,0.04217234,4.33298766523926,699,114
538,4.6297708,0.42816636,1058,0.03756349,6.272249253013885,1148,90
2552,4.608998,0.3424408,549,0.04173449,3.992373727512411,685,136
674,4.5974236,0.31096196,447,0.0562732,3.6948163673501613,517,70
2190,4.5798283,0.36419752,1296,0.050826676,4.758606414149454,1613,317
235,4.5774117,0.2874859,887,0.07549943,3.65461644034867,1181,293
1783,4.546814,0.43308198,2122,0.06214182,4.968579981163048,2718,596
1334,4.530913,0.36649746,985,0.06334841,4.242359655150491,1216,230
2571,4.5298557,0.44083694,2772,0.11426512,5.497725933089379,3317,545
624,4.495872,0.33861145,821,0.03781399,4.557793558145836,922,101
651,4.475142,0.34775767,1271,0.05112888,4.527827415929677,1545,273
1160,4.457101,0.34158415,808,0.07571062,4.760358832811035,872,64
682,4.446791,0.3921283,686,0.06595566,4.558692088004316,840,153
1292,4.440265,0.39312038,814,0.045414872,5.254735946084955,1039,225
2344,4.4351273,0.371128,1711,0.042019833,5.124406832880124,1992,281
994,4.4184446,0.46153846,1625,0.042543154,5.431371087179133,2143,518
597,4.416828,0.2828746,654,0.06299127,3.710424697041227,862,208
3631,4.3911424,0.2792485,1171,0.053708114,3.8472711180960335,1526,355
3894,4.3702507,0.3969975,1199,0.037416786,5.504254643404334,1487,288
1395,4.3656006,0.42898974,683,0.065653145,5.42496592476658,744,61
2596,4.365075,0.4248927,932,0.042748414,6.031368636391087,1080,147
255,4.3579493,0.28114188,1156,0.056398176,3.7481456633588595,1399,243
997,4.3569055,0.3772504,1222,0.05344823,4.6927916891388275,1639,416
3024,4.3470354,0.33819628,754,0.04267525,4.545090176793286,822,68
4037,4.3026066,0.31925675,592,0.04593629,4.246844033299675,646,54
3730,4.2859125,0.41472173,557,0.057062145,4.722130169137472,593,36
626,4.263002,0.39805827,721,0.06821904,4.562420514513563,835,114
2210,4.2228346,0.25268817,930,0.056134664,3.5675192359080605,1198,268
4017,4.2167435,0.27888888,900,0.06977902,3.4508322276681307,1231,331
1879,4.1948924,0.34772462,857,0.06834628,3.7162549954226676,1186,328
367,4.183451,0.34437087,604,0.038886987,4.108348413589604,680,76
1327,4.1731505,0.367194,1201,0.07722985,4.559202121286348,1439,237
3358,4.1420074,0.28540772,932,0.0706701,3.4140310541395595,1232,300
2079,4.137051,0.3719457,1105,0.04193556,4.814784812569848,1452,347
2993,4.1366997,0.28115943,690,0.06969675,3.998846588868732,779,89
1747,4.1101213,0.3215909,880,0.04959468,4.299253765480658,1074,194
3910,4.101044,0.38772455,668,0.03929169,4.112685730785436,853,185
3954,4.0837064,0.3321033,542,0.05698721,3.8883312660161042,619,77
169,4.080687,0.38173303,854,0.047875687,4.5096526728067055,1027,173
3176,4.0786815,0.36933333,750,0.048404925,4.064449376141434,962,212
1646,4.0771203,0.3384263,1309,0.052706327,4.220573469495618,1749,440
3743,4.0752325,0.3340054,1488,0.072493084,4.016972201599259,2090,601
36,4.050021,0.38519925,527,0.045997083,4.650651025817855,596,69
3639,4.0360937,0.30163935,915,0.028451364,4.6999779251841165,1070,155
516,4.0357747,0.37012988,924,0.05930335,4.296189467004427,1109,184
2413,4.032633,0.33105803,293,0.054358054,3.1893938503455117,313,20
2776,4.0316405,0.43730888,654,0.03495371,5.325365477164504,695,41
2203,4.030995,0.50541794,1292,0.076935254,6.416536475472623,1426,134
993,4.0266266,0.41269842,441,0.046821862,4.955929674805412,462,21
310,4.008774,0.29737082,1103,0.04770626,3.96457072051449,1499,396
740,4.007783,0.3988355,687,0.048712354,5.364941734731007,742,55
2517,4.0019016,0.47508305,1505,0.06452859,5.539570088531855,1850,345
878,3.9778323,0.30885312,994,0.061406624,4.029044693488086,1155,160
483,3.9759421,0.35856268,1308,0.06429214,4.58918802715601,1726,418
3944,3.9654331,0.36543366,1568,0.06550925,4.790465425016436,1944,376
2347,3.9411564,0.37333333,450,0.020965211,5.143401094069573,498,48
1374,3.9383004,0.32119635,769,0.048750814,4.210443075085135,901,131
3502,3.9381042,0.35462344,1049,0.042879257,4.400309879228662,1213,164
1227,3.9329967,0.32663316,796,0.06612112,4.4189780124493785,1019,223
1310,3.9230106,0.5029762,1344,0.060590614,5.9523217993989475,1508,164
2937,3.9190505,0.4194237,937,0.061929356,5.191495944809181,1044,107
2464,3.9188511,0.25470653,903,0.07691099,3.6105356713866597,1045,141
3454,3.9188235,0.2792683,820,0.101370424,3.3996182777690613,1105,285
3731,3.908977,0.36386767,1179,0.080697395,4.437544119994656,1302,122
3132,3.8844361,0.26860842,618,0.04562986,3.6092395587464456,845,227
1991,3.882906,0.38878676,1088,0.06298801,4.6999143616972985,1275,187
3327,3.8779683,0.32297298,740,0.06871041,3.93103261130869,908,168
1324,3.877722,0.31626505,664,0.06899345,3.945879114567661,735,71
875,3.8728342,0.27038628,932,0.0797578,3.2849953021474927,1376,444
922,3.8721085,0.32527882,1076,0.02976006,4.63127254276304,1350,274
552,3.869118,0.2855263,1520,0.05757978,4.0492062235512645,1805,285
924,3.844494,0.5072231,623,0.019474978,6.51952261959013,659,36
3224,3.8392806,0.3667263,559,0.043060105,4.729922681150701,617,58
1274,3.83811,0.33303127,2207,0.062143587,4.275458257344979,2748,540
3325,3.8224545,0.31660694,837,0.06863858,4.116335558880605,940,103
1094,3.8224247,0.26595744,658,0.06410673,3.2792656280546546,768,110
1296,3.8009017,0.32040817,490,0.04331895,3.8386560624347563,576,86
3037,3.7996647,0.41327623,467,0.041573275,5.031967871017554,496,29
1806,3.7971148,0.4723127,1228,0.042818718,5.375962523293408,1424,196
853,3.79684,0.36241612,745,0.048966248,3.9776065593277745,813,68
534,3.7945082,0.36134455,476,0.039123267,4.0826457699006555,512,36
1243,3.7830825,0.27653998,763,0.06008342,3.8132478993572483,900,137
90,3.7688363,0.30075186,1064,0.059275467,3.7830505737230684,1318,253
1535,3.7686112,0.26923078,624,0.056480583,3.4345931767770486,794,170
3061,3.7576776,0.35264483,397,0.0475267,3.990966625026184,417,20
294,3.752557,0.3613202,1727,0.08716548,4.752331808836821,2038,311
2526,3.750056,0.5067751,369,0.03808116,5.3011202898284475,386,17
2221,3.747562,0.4290718,571,0.04708344,4.582765819953202,666,95
1495,3.7419133,0.24635923,824,0.07186862,3.697270404975548,901,77
1152,3.7359252,0.49389002,982,0.040322986,5.716168435880358,1079,97
3517,3.7333431,0.37360892,1258,0.03801691,5.0015020350993895,1486,228
407,3.7274323,0.42602494,561,0.045487046,4.679310981336308,607,46
28,3.7174287,0.5505263,950,0.029823618,6.678668915181228,1055,105
1819,3.7110426,0.35963777,773,0.07465113,3.8887330376547924,1050,277
501,3.7100985,0.34591195,636,0.043354552,4.034253317054157,769,133
2040,3.7092326,0.36677453,927,0.035115268,4.524863712827739,1080,153
2893,3.6879947,0.38589743,780,0.045207232,4.505106376437723,942,162
3814,3.6840005,0.43644068,1888,0.06604439,4.376035861583757,2419,531
202,3.6839786,0.29955456,898,0.073987536,3.792046555236817,1154,255
227,3.6810746,0.32633588,524,0.049950827,3.8587441429667604,582,58
1559,3.6702993,0.3201635,734,0.088269584,3.7727723575513323,861,127
1256,3.6688857,0.34927413,1171,0.06104351,4.1238717754292,1546,375
1502,3.6647863,0.32097003,701,0.05569303,3.7649599451426123,807,106
2588,3.662253,0.44520548,438,0.051708393,4.493308942328401,458,20
1119,3.652086,0.25504485,1784,0.058429606,3.5436938639226905,2641,857
1127,3.6482835,0.592246,748,0.059228048,7.459163044267381,785,37
861,3.640597,0.34219268,1204,0.048952606,4.064844467112113,1658,454
305,3.6277747,0.3205575,574,0.04454399,3.585213156631778,727,153
1566,3.626822,0.4,895,0.042064156,5.041826988534129,1057,162
3548,3.6265886,0.38842976,605,0.047306914,4.89078101164694,648,43
3859,3.6249356,0.39947438,761,0.035184894,4.664943137489052,880,119
4148,3.624444,0.47368422,437,0.020267833,5.441177719709304,513,76
1859,3.6234293,0.33199465,747,0.039115734,4.280492836745118,902,155
1770,3.6054895,0.40133333,750,0.036770124,4.56656573636412,923,173
784,3.6038918,0.485,400,0.057523176,5.060040669484904,411,11
3656,3.596855,0.27975672,1151,0.062526405,3.45409723545872,1465,313
3905,3.5949667,0.3183391,289,0.07006174,2.899145044088572,303,14
3438,3.5947886,0.33218706,1454,0.110949315,3.7529370912511535,1962,508
935,3.5937555,0.31346154,520,0.039128754,4.276180862196177,597,77
1674,3.5891929,0.3123077,650,0.035019614,4.466209744013741,694,44
2857,3.5860968,0.55777776,900,0.056009535,6.727213300523775,957,57
2872,3.581067,0.34814814,675,0.04639251,4.642555828886843,730,55
1672,3.5801153,0.41361257,573,0.041054383,4.551986056543414,637,64
405,3.5760875,0.3514957,936,0.083607495,3.7825318246940536,1126,189
2485,3.5747297,0.23709168,949,0.060260274,3.1821664690002214,1262,312
1193,3.5691636,0.31589958,478,0.045113917,3.725544281315524,546,68
3287,3.549329,0.34073108,766,0.046732932,4.295469102905862,917,151
2447,3.5482905,0.35218784,937,0.054331288,3.7879671578018597,1187,249
3707,3.5420482,0.33731344,670,0.051895916,3.8985461035515874,771,101
3205,3.5347276,0.3472113,1273,0.06225319,3.927834674666999,1578,304
3315,3.5343847,0.2650376,532,0.08101394,3.1177688071186527,678,146
2003,3.5279806,0.28132993,782,0.09250935,3.693877769300567,854,72
1977,3.5251904,0.25852585,909,0.072755694,3.6377679119498136,1177,268
281,3.5230892,0.3114241,639,0.08852999,3.5701122277479973,711,72
3092,3.521093,0.31462586,588,0.05473429,3.50846676443039,650,62
359,3.5165136,0.31,700,0.056784518,3.867244731675904,850,150
320,3.5095098,0.4208417,1996,0.056998324,4.387186726067547,2814,818
2840,3.506668,0.35181236,469,0.059807215,3.8591449762152124,528,59
1307,3.5034456,0.40183696,871,0.04159568,4.809597542044901,990,118
3703,3.502903,0.37154695,724,0.05679602,3.948225130244447,852,128
3603,3.5024757,0.33455345,1366,0.06983438,3.8572009748342224,1734,367
1158,3.5002508,0.35841584,1010,0.047601238,4.231047010550236,1189,178
3812,3.4999304,0.45091164,1426,0.051203977,4.662170381547158,1812,386
3460,3.4995458,0.44720498,483,0.04393397,4.526291252975363,501,18
1900,3.495754,0.26652452,469,0.0395104,3.2379253463123017,578,109
1022,3.4875615,0.3489796,490,0.0491005,3.816420910422385,542,52
277,3.4835508,0.4030354,593,0.032874946,4.308983039114243,727,134
2364,3.4816687,0.23672883,697,0.07132284,3.2988562644014827,891,194
992,3.4739037,0.44289693,718,0.033380195,5.135566933002526,844,126
1280,3.470545,0.3979461,779,0.045054916,4.696706074215425,911,131
2467,3.4676948,0.29883382,686,0.055166684,3.7621945276658493,750,64
3079,3.460459,0.38038632,673,0.04430627,4.026367728370918,923,250
3872,3.4578426,0.46226415,424,0.04253388,4.496018693255084,456,32
3838,3.4547079,0.37530267,413,0.04454701,3.9840559643099347,438,25
3099,3.4545488,0.32884616,520,0.054761168,3.4408117853992968,632,112
940,3.4527936,0.38543248,659,0.046065535,3.9943619166078683,821,162
3950,3.4507873,0.40143886,695,0.066731155,4.8849506711178385,754,59
1455,3.4449193,0.3423913,368,0.050026212,4.0009856484738116,378,10
3565,3.4427896,0.33396947,524,0.054609343,3.6046408699289874,649,125
1305,3.4379938,0.3644315,686,0.055823024,3.8021900126218604,929,243
1668,3.4368272,0.3685978,1191,0.058381226,4.626623885364069,1354,163
3027,3.4337385,0.3148148,702,0.042527508,3.6969306291365376,821,119
2473,3.4335482,0.33743274,1301,0.070801735,3.9515136132177657,1808,507
585,3.4323943,0.30266345,413,0.05778024,3.277443802932502,444,31
2361,3.4266846,0.3365019,526,0.059446078,3.541370525557425,588,62
4051,3.4193754,0.40224358,624,0.052933928,4.108027933050184,700,76
19,3.4191506,0.45766973,1193,0.055926956,4.946538118366943,1539,346
3253,3.418211,0.34610304,757,0.045705616,3.5206727538484244,893,135
254,3.4158742,0.3161157,484,0.04550701,3.5623207417427563,529,45
511,3.4104004,0.26559865,1186,0.06631549,3.3274396606123915,1586,399
2039,3.4082444,0.28626445,779,0.05269673,4.207827984700663,877,98
1576,3.4081652,0.41337907,583,0.042618606,4.2195326920218115,664,81
1419,3.4004536,0.47514263,1227,0.039318487,5.371657117221426,1638,411
287,3.3997753,0.27355072,552,0.052031375,3.2623495299972234,699,146
3228,3.399112,0.34415585,770,0.04068975,4.318321084746574,859,89
1903,3.3965843,0.60277134,433,0.032589614,6.110684067724095,458,25
3807,3.3961647,0.3651877,586,0.049563106,4.03103744256793,654,68
2012,3.3873627,0.35674676,541,0.04574835,3.9921251655812204,587,46
157,3.3873467,0.26746166,587,0.046329517,3.429445025505508,689,102
2673,3.3862536,0.28146452,874,0.086831786,3.1842363353918426,1269,395
3331,3.3809772,0.26923078,1118,0.08822923,3.3371296967748774,1583,465
749,3.3807602,0.41151685,712,0.04332247,4.3699795326959885,833,121
2863,3.3794787,0.3424191,587,0.035101764,4.193495101947877,680,93
1580,3.3730373,0.33665338,502,0.04120576,4.171726936696143,529,27
705,3.3720849,0.5280083,964,0.047791824,6.2152833055061585,1113,149
1143,3.3717892,0.34183672,392,0.04099491,3.6904295879875506,416,24
3052,3.3710957,0.3616188,766,0.061668888,3.6058249410970378,993,227
3368,3.3684819,0.43080625,1662,0.06062123,4.506341622553149,2182,520
2493,3.3671339,0.3666027,521,0.04425041,4.131782273041212,556,35
746,3.365625,0.43216783,715,0.029327901,5.11976394724167,847,132
3748,3.3652325,0.26751593,628,0.066245854,3.3877549100558055,701,73
1774,3.3637872,0.39751554,644,0.04321935,4.395948714317648,710,66
204,3.3632576,0.46942446,556,0.03779722,5.407373435590599,584,27
670,3.3610566,0.31923077,260,0.062823534,3.2612961809054295,268,8
2518,3.3589022,0.31736526,334,0.04951007,3.6217475238183585,354,20
1855,3.3561425,0.3426087,575,0.051199503,4.014990089686991,640,65
12,3.3510609,0.3171806,454,0.05020708,3.5383092064144916,478,24
1632,3.3509045,0.4361949,862,0.03282452,5.716990881268175,1012,150
1388,3.3501353,0.23979057,955,0.07474727,3.209175235125234,1329,374
569,3.3475695,0.34234235,777,0.0543161,3.6658613465679704,1078,301
1058,3.34659,0.35301667,779,0.04784369,3.9179412666860562,868,89
2593,3.3455133,0.45,1460,0.04704509,4.991647864121788,1924,464
3790,3.3446176,0.45588234,476,0.05317637,4.407753540379063,496,20
168,3.3414493,0.30769232,442,0.058335315,3.9077429507614148,483,41
2357,3.339644,0.5955056,445,0.02515526,6.0411162086647545,476,31
240,3.336703,0.30373833,428,0.06444319,3.1632399099775497,464,36
1756,3.3365288,0.38598725,785,0.050954256,4.164420702273131,985,200
4066,3.3336642,0.43529412,510,0.038134377,4.274128879869244,572,62
2191,3.3295186,0.35329342,334,0.046747297,3.9745326853821945,341,7
1989,3.3271654,0.30100757,794,0.048057556,4.2956700543188155,917,123
1695,3.3271244,0.27623126,934,0.03489978,4.072444804802604,1098,164
1997,3.325905,0.3607306,876,0.050967608,3.9247174205850213,1090,214
2449,3.3230946,0.3349917,603,0.044017732,3.843703154554478,731,128
1836,3.3160894,0.28673837,558,0.051397644,3.3146105556550514,689,131
946,3.3148956,0.379838,1111,0.085229635,4.3186830373473795,1250,139
717,3.3129814,0.30890054,573,0.044492748,4.019193040673671,695,122
1870,3.3126013,0.299389,491,0.045161344,3.519729452833441,600,109
2143,3.3110955,0.28747794,567,0.055252153,3.382465337572815,648,80
2345,3.3107617,0.46296296,1512,0.08086929,5.117069687112985,1741,229
3386,3.3051398,0.31333333,900,0.066728786,3.807794961892497,1020,120
3573,3.3045247,0.28615385,325,0.056784935,2.9048305876985743,362,37
1992,3.302211,0.36919317,409,0.034344953,3.781011831770335,440,31
2370,3.3011296,0.28783593,1414,0.06628915,3.836768196067783,1862,447
52,3.2977977,0.2628305,643,0.04982339,3.5524983843932163,771,127
412,3.2977502,0.35899583,1195,0.05886479,4.1112276732940645,1555,360
1960,3.2957304,0.40175438,570,0.05484978,4.268884966132374,655,85
1236,3.2849534,0.31088826,698,0.09009719,3.5155312983513807,860,162
2363,3.2824976,0.47112462,987,0.0453944,5.193423363137407,1131,144
1194,3.2819602,0.42029703,2020,0.07926871,4.138373328855194,2712,692
3407,3.2803178,0.39923224,521,0.041706193,3.83578148791172,569,48
2468,3.2801476,0.40375587,639,0.08366886,3.8551120065664506,726,87
1709,3.2776904,0.46201414,1132,0.04096798,5.018575984205682,1291,159
798,3.2760806,0.46329114,395,0.05012231,4.862379143170388,428,33
1704,3.2759178,0.26849315,730,0.053307317,3.5560879427898002,944,214
116,3.271917,0.2750896,1116,0.075992785,3.2576122925608715,1645,529
2119,3.2707725,0.24340771,493,0.08046291,2.9154639339409307,539,46
2475,3.2702029,0.44677418,620,0.040939644,5.36606430199211,663,43
1390,3.2681103,0.3410943,859,0.043400742,4.961282989201102,976,117
990,3.2667844,0.28462708,657,0.13419606,3.03687732824593,949,292
2983,3.2653909,0.29832935,419,0.053907778,3.090224930328817,491,72
311,3.2652087,0.29128015,539,0.048567995,3.445663555134068,645,106
3585,3.2627845,0.30567685,229,0.06201977,3.0762998994029775,244,14
3550,3.262636,0.38475177,564,0.04224417,4.7536418245157135,606,42
3989,3.2617383,0.24414715,299,0.08952703,2.750574954602011,400,100
3363,3.2592592,0.5095863,991,0.04514261,5.941318367657525,1186,195
3695,3.2524922,0.4466231,459,0.06579298,4.2300053665985855,490,31
1172,3.2520394,0.31914893,329,0.044807043,3.4580786026899184,345,16
514,3.2509367,0.27873564,1044,0.04889544,3.3368761776476594,1226,181
536,3.2483835,0.4293381,559,0.07918249,3.990977926851922,610,51
919,3.2447104,0.41907513,692,0.056140974,4.437767334411572,776,84
4135,3.2438064,0.4910086,1279,0.050469756,5.345368572704515,1454,175
1561,3.2436888,0.5142276,984,0.05050659,6.049114399788872,1149,165
573,3.2413292,0.30808082,396,0.07626599,3.1079235746194906,433,37
1689,3.2408063,0.33233532,668,0.07597019,3.6200847144800576,778,110
273,3.2405014,0.37582782,604,0.0558037,3.9252736802074644,667,63
2444,3.2401032,0.330053,1321,0.07497424,3.6250396379042185,1652,330
3392,3.2380462,0.4122596,832,0.03985801,4.7222730859267354,971,139
1548,3.2367024,0.23475046,541,0.07023083,2.820421677934663,631,89
737,3.234629,0.40099832,601,0.039074793,4.097878358506777,688,87
1474,3.2345397,0.33457944,535,0.059496943,3.4170634795511328,625,90
190,3.2287045,0.3995984,498,0.037844665,4.811589935995031,525,27
1080,3.2275393,0.2990099,505,0.050566312,3.4502850007116104,615,110
1228,3.2271986,0.3418079,354,0.040964376,3.6737368844123686,368,14
1694,3.226912,0.39875388,321,0.048213188,4.009585066916991,343,22
156,3.2260606,0.31117022,376,0.04280493,3.273717045566544,450,74
2168,3.2251863,0.2948113,424,0.06280243,2.91651290442642,465,41
1282,3.225017,0.36099586,241,0.05076604,3.146375967368245,245,4
503,3.2238224,0.40473062,761,0.030725287,4.653644861514802,960,199
3440,3.2207253,0.4405797,345,0.033895567,4.2817799923486035,352,7
1532,3.2192142,0.30952382,924,0.105074055,3.676441861193785,1116,192
201,3.2189558,0.25842696,623,0.037352495,3.535045247781201,730,106
1776,3.21717,0.32342008,538,0.057457145,3.935994750527064,585,47
2288,3.2167072,0.3107454,1033,0.062098145,4.152788142080648,1223,190
4014,3.2117734,0.2987013,462,0.046709664,3.7514451929797388,497,35
2694,3.2114685,0.3349917,603,0.062076226,3.851200759314135,711,108
35,3.2107217,0.31939164,263,0.050822664,3.0245421884415578,266,3
3081,3.2073555,0.30042017,476,0.04167253,3.4940110985925825,579,103
4068,3.2056122,0.31666666,720,0.06347668,3.4292072913865375,884,164
3020,3.205336,0.3797753,445,0.042046256,4.2561555813072935,488,43
2833,3.2050714,0.30120483,498,0.05187102,3.467250268659151,556,58
2734,3.203208,0.37091503,612,0.059970506,4.42871355313323,636,24
1136,3.202156,0.54434997,823,0.06793636,6.477153449245839,893,70
2097,3.1993327,0.29977116,437,0.06571874,3.2420637521002797,498,61
2765,3.1975598,0.43076923,715,0.038382813,5.16644210435308,820,105
1239,3.1974254,0.33266932,502,0.05227311,3.5416121365400404,610,108
2704,3.1962545,0.3380102,784,0.07133533,3.258474521936183,1064,279
729,3.1917565,0.28940988,1237,0.046304967,3.917953395937404,1502,265
2394,3.1914651,0.3717421,729,0.071904235,3.612706517647524,965,236
346,3.190528,0.52205884,408,0.023215061,5.606249395414765,426,18
3430,3.1903973,0.3780332,783,0.0761686,4.219509157730691,910,127
128,3.1896951,0.3478261,943,0.058859117,3.5477236465551365,1209,266
3131,3.1844964,0.22024624,731,0.05238496,2.8905934656985384,913,181
4095,3.184466,0.39390388,853,0.03445539,4.841217661163669,1093,240
2299,3.1843567,0.3371869,519,0.051997416,3.400394037544464,609,90
1943,3.1836205,0.47673532,1311,0.047908913,5.337218854693883,1581,270
4100,3.1819997,0.39714286,350,0.027567936,3.894602632820689,370,20
764,3.1796336,0.3703041,1118,0.06267385,4.304347816350109,1335,217
344,3.1791756,0.35140997,461,0.03841969,3.4433447157213393,505,44
1019,3.1784787,0.26914662,457,0.07055008,2.983275983743668,503,46
3070,3.1769953,0.46638054,1398,0.040896863,4.868493813221638,1795,397
2172,3.176137,0.46299213,635,0.036310673,5.488588454539962,688,53
2060,3.1680708,0.5430232,860,0.08594322,6.015988868319773,900,40
2977,3.1667016,0.3654689,1141,0.12313689,4.071685429968052,1474,333
61,3.1661887,0.31143552,822,0.043864522,3.8129430736091687,970,147
2838,3.1657655,0.34134007,791,0.07129906,3.274713121795606,1062,270
252,3.1625419,0.31123388,543,0.060620114,3.99794491946421,590,47
3437,3.16039,0.38337803,373,0.05011431,3.793067640335725,400,27
3538,3.1586664,0.30808082,396,0.043571208,3.1466819564853186,449,53
363,3.1583064,0.31343284,871,0.05462648,3.9970347713307133,1064,193
4144,3.1581295,0.27789935,457,0.059686482,2.891922839210252,511,54
3055,3.1555853,0.40636474,817,0.036496002,4.695208463400834,993,176
2319,3.1541724,0.40020576,972,0.0418513,4.803644313181207,1185,213
2004,3.1538672,0.33751568,797,0.10503661,3.9106965328688115,914,117
2407,3.1521027,0.3834116,639,0.05087589,3.8285522784572215,803,164
3617,3.1519682,0.2754491,334,0.060231064,3.15035608784961,351,17
2021,3.1499112,0.28496504,572,0.051841415,3.351136802100942,729,157
2431,3.1466906,0.27054796,584,0.054592386,3.5280437087094554,683,98
3289,3.1463773,0.33417723,790,0.095002554,3.4459485301830672,1059,269
1655,3.1439843,0.29874215,318,0.06725732,3.1314550516319772,329,11
1315,3.1412945,0.25345623,868,0.059826363,3.215271754683708,1006,137
2819,3.141243,0.41021898,685,0.054857045,4.410357908833054,723,38
1596,3.1406593,0.29306486,447,0.08252436,2.9229810923040693,517,70
2074,3.1405184,0.3007335,818,0.049152005,3.42107591242518,988,170
2604,3.140075,0.28028932,553,0.041527934,3.2564116604363997,721,168
1732,3.1393576,0.28020567,389,0.050595768,3.2530374634580186,428,39
3246,3.1354582,0.32413793,435,0.046296895,3.641170725451293,508,73
3350,3.1349385,0.39528024,339,0.032740545,3.765965637758126,370,31
3922,3.133795,0.34797296,296,0.06455684,3.2498741092728083,309,13
2523,3.133251,0.27683616,354,0.0815253,2.647753387569815,420,66
2061,3.132806,0.36363637,319,0.04511472,3.849422434144697,334,15
3833,3.1318936,0.27683616,354,0.060199786,3.0017898877380045,379,25
1100,3.131885,0.33882353,850,0.07263209,3.2563992722024837,1304,453
3705,3.1311674,0.40483382,331,0.02939329,4.021076423421749,369,38
1605,3.1308503,0.4338843,484,0.039491747,4.132390919463674,531,47
3781,3.129512,0.35958904,292,0.027210994,3.4828229856255666,310,18
1645,3.129449,0.44444445,333,0.030135058,4.291797658519117,346,13
2921,3.1291652,0.29032257,310,0.07134874,2.915303800338741,328,18
3177,3.1270735,0.31932774,714,0.09180161,3.485636750000088,948,234
2142,3.1221902,0.30117646,425,0.059679814,3.0583979651924973,503,78
1207,3.1213686,0.5184049,978,0.036940224,5.783693672961582,1161,183
4113,3.121098,0.48415214,1262,0.06686765,5.225692041900492,1379,116
1927,3.1199458,0.37638748,991,0.05059008,4.464248333542698,1229,238
3511,3.1197135,0.31203565,673,0.04775228,3.632143893951965,829,155
1112,3.1189,0.3614035,285,0.02214155,3.4855680210627105,299,14
479,3.1155577,0.46791443,374,0.0627138,4.604930352745974,392,18
949,3.1151593,0.30786517,445,0.041602403,3.388709171503399,562,117
3283,3.114749,0.31690142,852,0.05905844,3.89867795695577,1056,204
2371,3.1112804,0.37578124,1280,0.046826176,4.597331461852279,1556,276
3861,3.1103625,0.25994694,377,0.07005576,2.6915118801314883,420,43
1418,3.1093533,0.43003413,586,0.046334945,4.635832540870192,651,65
3966,3.108547,0.26923078,468,0.06704432,2.8584660098702166,609,141
2929,3.107317,0.40147328,543,0.032869622,4.028927251300014,642,99
2156,3.1072862,0.41558442,770,0.035691787,4.908336047948845,856,86
2280,3.1057413,0.48659793,485,0.04096822,5.627381380959708,499,14
2930,3.1035771,0.35515547,1222,0.12239606,3.784460767022317,1614,392
435,3.1015098,0.38118812,404,0.044398893,3.9300519320024976,446,42
147,3.1004436,0.34117648,255,0.06495875,3.1773701935782026,268,12
2696,3.0982409,0.39414415,888,0.065523356,4.698818887795191,985,97
505,3.0941854,0.24253732,536,0.06562609,2.816238461125537,638,102
3190,3.0939622,0.3647388,1072,0.04773677,4.209452331637387,1440,368
1722,3.0931187,0.38714734,638,0.057662323,3.7281688698123703,780,142
