filter_idx,final_equity,winrate,trades,max_losing_streak,avg_monthly_losing_streak,sharpe
93032,29.315582,0.41611114,12451,16,10.625,12.263789
66848,29.130781,0.41638947,12325,17,10.541666666666666,12.243715
91068,28.979656,0.41443446,12581,17,10.791666666666666,12.068088
29254,28.896276,0.41411334,12598,18,10.333333333333334,12.0264015
74693,28.876457,0.41406685,12597,18,10.625,12.018678
55706,28.84468,0.41422427,12556,18,10.458333333333334,12.023378
23719,28.822512,0.4152988,12367,17,10.625,12.097136
88258,28.812153,0.4151995,12382,17,10.208333333333334,12.085831
35333,28.806276,0.4135832,12648,17,10.958333333333334,11.967824
94448,28.794556,0.4134365,12667,18,10.625,11.954882
59487,28.73325,0.41317883,12687,19,10.416666666666666,11.920809
88024,28.703115,0.4162282,12164,17,10.541666666666666,12.138263
3124,28.69527,0.4141406,12503,17,10.458333333333334,11.984776
37089,28.690199,0.4142045,12489,18,10.166666666666666,11.9888
21190,28.671589,0.41360673,12582,18,10.541666666666666,11.940836
62165,28.617569,0.41248432,12752,18,10.541666666666666,11.846131
37054,28.613085,0.41269466,12714,17,10.666666666666666,11.860349
70989,28.511955,0.41205007,12780,18,10.666666666666666,11.791087
96759,28.499357,0.4127976,12643,19,10.625,11.8438225
99593,28.471216,0.41248816,12684,17,10.166666666666666,11.81485
23041,28.453167,0.41221315,12724,19,10.583333333333334,11.790542
46242,28.40282,0.41235405,12676,17,10.625,11.790131
89678,28.402344,0.41263556,12631,18,10.75,11.808633
12105,28.393215,0.41234022,12674,18,10.25,11.787035
71621,28.379107,0.41400194,12384,17,10.541666666666666,11.905736
30269,28.377266,0.4130591,12543,18,10.875,11.836214
93560,28.376354,0.41182002,12758,19,10.75,11.744754
6520,28.369768,0.41161755,12791,18,10.416666666666666,11.728262
29662,28.363192,0.41141608,12824,18,10.416666666666666,11.711825
45861,28.362017,0.4125099,12630,18,10.5,11.792838
77773,28.36161,0.41426834,12335,17,10.708333333333334,11.919532
36514,28.357176,0.41151202,12804,18,10.625,11.717687
74257,28.353287,0.4143588,12313,18,10.5,11.926094
10274,28.353167,0.41484752,12231,16,10.291666666666666,11.962267
88312,28.351187,0.41160825,12784,18,10.375,11.723572
95454,28.349703,0.41206583,12697,17,10.583333333333334,11.759006
58901,28.345825,0.41257632,12611,18,10.291666666666666,11.794245
55271,28.34385,0.41188943,12734,18,10.416666666666666,11.74114
26065,28.334387,0.41137463,12818,18,10.375,11.702535
27281,28.325388,0.41137907,12813,18,10.416666666666666,11.700931
88516,28.32451,0.4138851,12373,17,10.041666666666666,11.887436
51110,28.320135,0.41325754,12491,17,10.375,11.835416
61195,28.315691,0.41158512,12775,18,10.416666666666666,11.712441
17523,28.311014,0.41234666,12635,17,10.083333333333334,11.769726
45853,28.3092,0.41144288,12794,18,10.375,11.702207
90500,28.308603,0.41142455,12797,18,10.416666666666666,11.700715
47511,28.304417,0.41185722,12718,18,10.291666666666666,11.732016
55757,28.294786,0.41128278,12816,18,10.375,11.6871605
62541,28.293005,0.41264415,12575,18,10.208333333333334,11.787791
82933,28.292393,0.41205236,12678,18,10.375,11.743907
50177,28.288193,0.4122065,12649,18,10.291666666666666,11.754408
27765,28.28046,0.41196406,12688,18,10.458333333333334,11.734788
81900,28.277403,0.41451073,12253,15,10.125,11.920926
67869,28.274405,0.4112186,12818,18,10.375,11.677989
9800,28.270498,0.41405046,12327,17,11.041666666666666,11.885514
44507,28.268436,0.4127351,12548,17,10.041666666666666,11.789169
66293,28.268003,0.41128653,12794,18,10.375,11.684908
85564,28.263617,0.41144693,12772,18,10.416666666666666,11.692697
37436,28.261791,0.4111137,12831,18,10.416666666666666,11.66744
40090,28.26018,0.41293573,12508,17,10.083333333333334,11.802058
63748,28.25939,0.4113187,12793,18,10.375,11.682224
43366,28.258242,0.4115617,12749,18,10.291666666666666,11.7000885
74547,28.253855,0.41165385,12734,18,10.375,11.704202
98860,28.252779,0.41111803,12826,18,10.416666666666666,11.665824
52536,28.251604,0.41108167,12832,18,10.416666666666666,11.662858
96107,28.245592,0.41259354,12562,17,10.291666666666666,11.773773
89194,28.242622,0.41136417,12777,18,10.375,11.682009
39119,28.236586,0.41202497,12657,18,10.333333333333334,11.729785
92615,28.234201,0.41110852,12819,17,10.541666666666666,11.661121
12855,28.232988,0.41107213,12825,18,10.375,11.658139
38296,28.231842,0.41244733,12581,18,10.25,11.760012
10301,28.230614,0.41099945,12837,18,10.416666666666666,11.652204
27886,28.230053,0.41210443,12640,18,10.291666666666666,11.7342825
42483,28.224638,0.4122216,12617,18,10.25,11.74177
32780,28.222818,0.4113181,12776,18,10.375,11.674314
46263,28.222755,0.41362315,12376,16,10.0,11.844336
15539,28.218952,0.41284698,12501,17,10.125,11.788378
56434,28.217976,0.41145098,12750,18,10.416666666666666,11.683152
62193,28.216183,0.41522834,12109,15,9.958333333333334,11.95931
81929,28.214373,0.41106257,12818,18,10.416666666666666,11.653419
3886,28.213947,0.41364262,12373,17,10.5,11.841596
1007,28.21382,0.41160285,12721,18,10.416666666666666,11.693562
45907,28.21258,0.41299993,12477,15,10.083333333333334,11.796485
23126,28.211988,0.41098988,12830,18,10.416666666666666,11.647479
50532,28.211437,0.4115291,12733,18,10.416666666666666,11.687568
19427,28.211409,0.4109717,12833,18,10.416666666666666,11.646001
94139,28.210802,0.41095358,12836,18,10.416666666666666,11.644513
72326,28.21055,0.411723,12693,17,10.166666666666666,11.703511
25515,28.21021,0.41121277,12789,18,10.208333333333334,11.663743
96771,28.21019,0.41093543,12839,18,10.416666666666666,11.643024
37532,28.209597,0.4111945,12792,18,10.333333333333334,11.662244
54164,28.209057,0.41259465,12545,18,10.291666666666666,11.765932
10552,28.208374,0.41171837,12698,16,10.333333333333334,11.700957
50659,28.207247,0.41168135,12704,17,10.375,11.697987
70772,28.206587,0.41280884,12507,17,9.958333333333334,11.781144
35997,28.206,0.41164437,12710,18,10.291666666666666,11.69496
24391,28.205704,0.4136007,12367,17,10.208333333333334,11.840699
48515,28.203882,0.41426826,12265,15,10.125,11.885444
51997,28.203005,0.41127202,12775,18,10.416666666666666,11.666604
67186,28.201817,0.41179717,12681,18,10.333333333333334,11.705401
39404,28.201796,0.41095784,12831,18,10.375,11.642894
76417,28.20061,0.41092154,12837,18,10.416666666666666,11.639931
62903,28.199984,0.41174152,12690,18,10.416666666666666,11.700865
71994,28.194653,0.41214234,12617,18,10.208333333333334,11.729419
6304,28.194628,0.41157505,12717,18,10.333333333333334,11.687354
57151,28.193413,0.41098028,12823,18,10.458333333333334,11.642768
36442,28.19043,0.4159159,11988,15,10.0,12.002979
90520,28.190414,0.41088954,12838,18,10.416666666666666,11.635346
6774,28.190413,0.41088954,12838,18,10.416666666666666,11.635346
54714,28.188805,0.41310632,12452,17,10.416666666666666,11.797587
13340,28.187431,0.41163504,12703,18,10.291666666666666,11.690258
70081,28.185898,0.4138519,12316,17,10.166666666666666,11.854693
50573,28.185606,0.4110209,12812,18,10.375,11.644126
75731,28.183205,0.41094822,12824,17,10.416666666666666,11.63818
91573,28.182917,0.41316065,12431,17,10.208333333333334,11.803539
80873,28.182632,0.41093007,12827,18,10.458333333333334,11.636706
23525,28.1826,0.41176936,12677,18,10.291666666666666,11.699181
55105,28.182014,0.41091192,12830,18,10.375,11.635216
81056,28.182005,0.41091192,12830,18,10.416666666666666,11.635209
28391,28.180805,0.41087565,12836,18,10.416666666666666,11.632241
81333,28.180222,0.41085756,12839,18,10.416666666666666,11.630764
39405,28.177223,0.41104344,12804,18,10.333333333333334,11.644006
1295,28.176172,0.41543692,12062,17,10.666666666666666,11.9632
54500,28.175385,0.41126695,12763,16,10.458333333333334,11.66027
77550,28.17482,0.41181114,12666,18,10.208333333333334,11.700598
60135,28.174793,0.41097066,12816,18,10.25,11.638045
64469,28.173618,0.4114919,12722,17,10.25,11.6766405
68247,28.173584,0.41093433,12822,18,10.416666666666666,11.635068
91070,28.171814,0.4108799,12831,18,10.416666666666666,11.630627
27832,28.171188,0.41086176,12834,18,10.416666666666666,11.629132
64943,28.170612,0.41084364,12837,18,10.416666666666666,11.627658
62585,28.17022,0.41081586,12833,18,10.541666666666666,11.628718
4189,28.170013,0.41082555,12840,18,10.416666666666666,11.626176
51231,28.167793,0.41186696,12657,16,10.333333333333334,11.701681
68797,28.167612,0.41361722,12352,17,10.208333333333334,11.831859
88345,28.165821,0.41097495,12811,17,10.583333333333334,11.636439
12062,28.164555,0.41177863,12667,17,10.25,11.695956
3413,28.164553,0.41142273,12729,17,10.375,11.669744
19425,28.163383,0.41117984,12773,18,10.25,11.651193
36210,28.16279,0.41116154,12776,18,10.166666666666666,11.649707
4969,28.16276,0.41144115,12726,17,10.416666666666666,11.670505
56125,28.162218,0.410866,12829,18,10.416666666666666,11.627524
69010,28.162205,0.410866,12829,18,10.416666666666666,11.62752
36482,28.16146,0.4116257,12696,18,10.333333333333334,11.682159
17875,28.161026,0.41082975,12835,18,10.416666666666666,11.624561
37619,28.161005,0.41082975,12835,18,10.416666666666666,11.624553
37671,28.160412,0.41081166,12838,18,10.416666666666666,11.623073
40057,28.159817,0.41079354,12841,18,10.416666666666666,11.621592
66828,28.159817,0.41079354,12841,18,10.416666666666666,11.621592
63999,28.157755,0.41382954,12307,16,10.083333333333334,11.846909
59052,28.154446,0.412317,12568,17,10.541666666666666,11.7336
22698,28.15382,0.41088837,12821,18,10.416666666666666,11.627392
3801,28.153248,0.416199,11939,18,10.25,12.009682
99273,28.152613,0.4108521,12827,18,10.416666666666666,11.624419
21676,28.151419,0.41081586,12833,18,10.416666666666666,11.621455
89776,28.150805,0.41079774,12836,18,10.416666666666666,11.6199665
73498,28.150227,0.41077965,12839,18,10.416666666666666,11.618493
56615,28.15022,0.41077965,12839,18,10.416666666666666,11.61849
50202,28.150219,0.41077965,12839,18,10.416666666666666,11.618489
28729,28.150217,0.41077965,12839,18,10.416666666666666,11.618488
81875,28.150217,0.41077965,12839,18,10.416666666666666,11.618488
65425,28.150217,0.41077965,12839,18,10.416666666666666,11.618488
47558,28.150217,0.41077965,12839,18,10.416666666666666,11.618488
67969,28.150211,0.41077965,12839,18,10.416666666666666,11.618486
44649,28.150206,0.41077965,12839,18,10.416666666666666,11.6184845
7163,28.149616,0.41076156,12842,18,10.416666666666666,11.617006
75793,28.147205,0.41096532,12804,18,10.375,11.631711
18288,28.145424,0.4109108,12813,18,10.416666666666666,11.627258
40824,28.145372,0.4109108,12813,18,10.416666666666666,11.627238
64814,28.142097,0.41663152,11857,17,10.333333333333334,12.0422325
6745,28.14182,0.41080198,12831,18,10.416666666666666,11.618353
11228,28.141817,0.41163945,12681,18,10.5,11.680728
18992,28.14121,0.41078386,12834,18,10.5,11.616866
34697,28.14062,0.41076577,12837,18,10.416666666666666,11.615386
93285,28.140617,0.41076577,12837,18,10.416666666666666,11.615385
86572,28.140617,0.41076577,12837,18,10.416666666666666,11.615386
90793,28.140615,0.41076577,12837,18,10.416666666666666,11.615385
16985,28.140213,0.41073793,12833,18,10.375,11.616442
8725,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
24596,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
88964,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
36427,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
49571,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
10262,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
50061,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
81012,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
13964,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
3080,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
21202,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
16903,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
20737,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
15701,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
54107,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
81750,28.140017,0.41074768,12840,18,10.416666666666666,11.613903
70843,28.140013,0.41074768,12840,18,10.416666666666666,11.613901
91704,28.14001,0.41074768,12840,18,10.416666666666666,11.613901
51944,28.14001,0.41074768,12840,18,10.416666666666666,11.613901
65259,28.14001,0.41074768,12840,18,10.416666666666666,11.613901
93484,28.14001,0.41074768,12840,18,10.416666666666666,11.613901
83068,28.14001,0.41074768,12840,18,10.416666666666666,11.613901
80748,28.1396,0.41071984,12836,18,10.416666666666666,11.614954
42896,28.137608,0.4109514,12802,18,10.333333333333334,11.628608
27235,28.136393,0.4114731,12708,17,10.166666666666666,11.6672
87440,28.134005,0.41084245,12820,18,10.375,11.619689
56187,28.133396,0.4108243,12823,17,10.541666666666666,11.618205
72925,28.131618,0.41104677,12782,18,10.625,11.634432
17700,28.13161,0.41076994,12832,18,10.416666666666666,11.613762
6400,28.131592,0.41076994,12832,18,10.416666666666666,11.613754
43539,28.13101,0.41075185,12835,18,10.416666666666666,11.612279
38466,28.13042,0.41073376,12838,18,10.416666666666666,11.610802
87725,28.130413,0.41073376,12838,18,10.416666666666666,11.610798
67821,28.130413,0.41073376,12838,18,10.416666666666666,11.610799
36672,28.130411,0.41073376,12838,18,10.416666666666666,11.610798
59171,28.130405,0.41073376,12838,18,10.416666666666666,11.610796
36394,28.129856,0.4115515,12691,17,10.5,11.671624
67509,28.12982,0.4112707,12741,18,10.375,11.650727
97026,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
60906,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
97000,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
80595,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
64950,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
89636,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
5837,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
5914,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
80533,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
60671,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
50100,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
68453,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
35707,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
34918,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
64337,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
70322,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
90160,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
16512,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
41239,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
41141,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
29883,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
91169,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
74992,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
6057,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
74861,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
64919,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
88410,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
40799,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
65572,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
6369,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
1063,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
45901,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
98143,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
48898,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
48943,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
40684,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
55563,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
91006,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
59698,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
32286,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
98089,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
49732,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
10848,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
19498,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
22605,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
98414,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
34902,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
96672,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
17589,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
44675,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
83957,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
33551,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
4822,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
51887,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
24491,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
40094,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
54964,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
30407,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
59347,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
35089,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
33216,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
1033,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
6415,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
91221,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
32264,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
24304,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
4216,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
56230,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
4732,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
33462,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
39899,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
39488,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
3765,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
54527,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
47104,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
86733,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
11728,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
4028,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
82112,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
20607,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
87443,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
15745,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
47429,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
56725,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
66174,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
7026,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
612,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
35329,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
13856,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
17134,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
93675,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
82686,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
24019,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
86989,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
86701,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
22733,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
47671,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
21054,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
15639,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
9773,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
9658,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
30455,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
71903,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
39136,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
57840,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
93651,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
57010,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
18077,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
52529,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
13829,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
32159,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
81744,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
11721,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
66214,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
27113,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
62020,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
86401,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
86508,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
67605,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
44002,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
8214,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
85656,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
2959,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
3130,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
3187,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
34378,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
61455,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
48497,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
15177,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
33975,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
48184,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
8484,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
1577,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
76916,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
67732,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
68450,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
82959,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
83380,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
84574,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
67309,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
30733,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
59218,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
74100,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
34393,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
77378,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
73670,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
48099,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
60983,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
2870,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
96167,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
76591,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
73110,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
73112,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
97328,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
96140,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
21683,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
17343,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
53105,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
53927,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
67556,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
8164,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
37777,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
57412,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
68609,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
85402,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
14931,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
450,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
95986,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
27427,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
95909,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
76842,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
58670,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
37517,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
44596,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
84415,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
31111,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
8938,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
9108,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
99601,28.129816,0.41071567,12841,18,10.416666666666666,11.609318
79030,28.128817,0.41066977,12840,18,10.541666666666666,11.6088915
4096,28.12683,0.41090113,12806,18,10.416666666666666,11.622539
21154,28.126806,0.41090113,12806,18,10.458333333333334,11.622524
76272,28.12677,0.41318718,12406,17,10.458333333333334,11.791474
9186,28.125967,0.41339156,12366,17,10.25,11.808013
26484,28.125729,0.41218582,12572,16,10.5,11.720652
22416,28.125038,0.41140386,12715,18,10.333333333333334,11.659606
7821,28.123823,0.41081038,12821,18,10.416666666666666,11.61511
7437,28.123789,0.41108763,12771,18,10.333333333333334,11.635789
92191,28.122574,0.41275948,12477,15,10.125,11.759226
73909,28.121986,0.41131186,12730,17,10.375,11.652096
53445,28.121416,0.41073793,12833,18,10.416666666666666,11.609178
16747,28.120802,0.41071984,12836,17,10.416666666666666,11.60769
62002,28.120226,0.41070178,12839,18,10.416666666666666,11.606218
65314,28.120218,0.41070178,12839,18,10.416666666666666,11.606215
83230,28.120216,0.41070178,12839,18,10.416666666666666,11.606214
76889,28.120216,0.41070178,12839,18,10.416666666666666,11.606214
79788,28.120216,0.41070178,12839,18,10.416666666666666,11.606214
70542,28.120216,0.41070178,12839,18,10.416666666666666,11.606214
13012,28.120213,0.41070178,12839,18,10.416666666666666,11.606213
59082,28.113022,0.41076022,12825,18,10.416666666666666,11.609037
80005,28.11181,0.410724,12831,18,10.416666666666666,11.606071
14043,28.11121,0.41070592,12834,18,10.416666666666666,11.6045885
56416,28.110626,0.41068786,12837,18,10.416666666666666,11.603113
68049,28.110622,0.41068786,12837,18,10.416666666666666,11.603111
73116,28.110615,0.41068786,12837,18,10.416666666666666,11.603107
73140,28.11002,0.41066977,12840,18,10.375,11.601631
6178,28.11002,0.41066977,12840,18,10.416666666666666,11.60163
74776,28.11002,0.41066977,12840,18,10.416666666666666,11.60163
67670,28.11002,0.41066977,12840,18,10.416666666666666,11.601631
89619,28.110016,0.41066977,12840,18,10.416666666666666,11.601628
79327,28.110016,0.41066977,12840,18,10.416666666666666,11.601628
64598,28.110016,0.41066977,12840,18,10.416666666666666,11.601628
6951,28.10837,0.41116512,12754,18,10.291666666666666,11.636699
24343,28.107029,0.41085514,12805,17,10.541666666666666,11.61484
44176,28.10541,0.41107368,12769,18,10.458333333333334,11.62927
50660,28.103426,0.4107463,12823,18,10.416666666666666,11.605934
29347,28.103388,0.4115837,12673,16,10.291666666666666,11.668271
37850,28.10268,0.414134,12240,17,10.541666666666666,11.853407
99571,28.102213,0.4107101,12829,17,10.416666666666666,11.602964
92507,28.10221,0.4107101,12829,18,10.458333333333334,11.602964
82936,28.101686,0.41166246,12656,17,10.458333333333334,11.674952
78375,28.101618,0.410692,12832,18,10.416666666666666,11.601484
79298,28.101019,0.41067395,12835,18,10.416666666666666,11.600006
26868,28.100422,0.41065586,12838,18,10.416666666666666,11.598526
99255,28.10042,0.41065586,12838,18,10.416666666666666,11.598526
70518,28.10041,0.41065586,12838,18,10.416666666666666,11.598522
25111,28.10041,0.41065586,12838,18,10.416666666666666,11.598522
